url,temple_name,temple_url,temple_info
https://www.bharattemples.com/andhra-pradesh,"ISKCON Temple,  Visakhapatnam",https://www.bharattemples.com/iskcon-temple-visakhapatnam/,"
ISKCON Visakhapatnam Temple is the upcoming temple on Sagar Nagar in Visakhapatnam, India. Temple construction started in 2005, the day of Akshaya Tritiya at sagar Nagar  Architecture Legend / Local stories Photo Gallery How to Reach: Address Contact Details
"
https://www.bharattemples.com/andhra-pradesh,"Devipuram, Visakhapatnam",https://www.bharattemples.com/devipuram-visakhapatnam/,"
Devipuram is a Hindu temple complex located near Visakhapatnam, Andhra Pradesh, India. Belonging primarily to the Shakta school of Hinduism, it is dedicated to the goddess Sahasrakshi (lit., “she who has a infinite eyes“, a form of Lalita Tripurasundari or Parvati), and her consort Kameshwara Architecture Legend / Local stories Photo Gallery How to Reach: Address Via Ammulapalem P.O, Anakapalle, Andhra Pradesh 531001 Contact Details  094408 45333
"
https://www.bharattemples.com/andhra-pradesh,"Ramalingeswara Swamy Temple, Prakasam",https://www.bharattemples.com/ramalingeswara-swamy-temple-prakasam/,"
Ramalingeswara Swamy Temple, located in Santharavuru, Prakasam district, Andhra Pradesh is dedicated to the deity Ramalingeswara (the Hindu god Shiva). The temple dates back to the Chola period (12th century AD). According to The Hindu the temple administrators claim that the temple has a bell that reverberates 108 times when struck once,and that there are only two such bells the other being at Kashi […]
"
https://www.bharattemples.com/andhra-pradesh,"Gangamma Temple, Prakasam",https://www.bharattemples.com/gangamma-temple-prakasam/,"
Goddess Gangamma Temple is in the outskirts of Dhenuva Konda, Garlapadu village in Prakasam District of Andhra Pradesh, India. Sunday is preferable day to offer pooja in the temple. Goddess Gangamma is a powerful figure to the Yadava community. They celebrate Jatara for her on the full moon in April. During Jatara, the temple is decorated with a huge set of lighting. Devotees visit and pray to […]
"
https://www.bharattemples.com/andhra-pradesh,"Beeramgunta Poleramma Temple, Nellore",https://www.bharattemples.com/beeramgunta-poleramma-temple-nellore/,"
Beeramgunta Poleramma Temple is a re-established 200 years-old temple in the Nellore district of Andhra Pradesh, sacred to the goddess Poleramma. Poleramma is a pre-Vedic deity, who is predominantly worshipped in Andhra Pradesh, and a local form of Sakti. She is worshipped as Grama devata (goddess who protects the village). The new temple was established in the center of […]
"
https://www.bharattemples.com/andhra-pradesh,"Aretamma Temple, Nellore",https://www.bharattemples.com/aretamma-temple-nellore/,"
The Aretamma Temple (also known as Arvetamma) is a Hindu temple in Veguru Village, Kovur Mandal, Nellore, Andhra Pradesh, India. Aretamma is worshiped as Grama devata (Goddess who protects Veguru village). She was born in a brahamana house. When counting rice one stone found in rice bag the stone called Aretamma. One day she said to him bramhana person build my temple in this village to place me […]
"
https://www.bharattemples.com/andhra-pradesh,"Swayambhu Sri Abhista Gnana Ganapathi Temple, Kurnool",https://www.bharattemples.com/swayambhu-sri-abhista-gnana-ganapathi-temple-kurnool/,"
Swayambhu Sri Abhista Gnana Ganapathi Temple is a Swayambhu (Self anifested) anapathi temple in Kurnool, known as SSAGG temple located in Kurnool district of he Indian state of Andhra Pradesh. Architecture Legend / Local stories Photo Gallery How to Reach: Address Contact Details
"
https://www.bharattemples.com/andhra-pradesh,"Sangameswara temple, Kurnool",https://www.bharattemples.com/sangameswara-temple-kurnool/,"
The Sangameswara temple is a Hindu temple in the Kurnool district, Andhra Pradesh, India. It is located near Muchumarri at the confluence of the Krishna and Bhavanasi rivers, in the foreshore of the Srisailam reservoir where it is submerged for part of the time, surfacing when the water level recedes to a sufficient degree.It was first submerged after the Srisailam Dam was constructed in 1981, and first […]
"
https://www.bharattemples.com/andhra-pradesh,"Koulutla Chenna Kesava Temple, Kurnool",https://www.bharattemples.com/koulutla-chenna-kesava-temple-kurnool/,"
Koulutla Chenna Kesava Temple is located in a reserved forest of Kappatralla, 50 km from district Kurnool District headquarters. The great Vijayanagara King, Sri Krishna Deva Raya, constructed a temple complex for the deity. Along with Koulutla Chena Kesava Temple there are additional Shiva temples in this shrine. Architecture Legend / Local stories Photo Gallery How to Reach: Address Kappatralla village, […]
"
https://www.bharattemples.com/andhra-pradesh,"Peddintlamma Temple, Krishna",https://www.bharattemples.com/peddintlamma-temple-krishna/,"
Peddintlamma Temple is a Hindu pilgrimage center. It is located on the shores of Kolleru Lake in Kolletikota of Krishna district in Andhra Pradesh. During the 13th century, the temple was constructed by Eastern Ganga Dynasty Army General under the reign of a Suryavansha Vadiya king, Langula Narasimhadeva (Langula Gajapathi Raju) of Eastern Ganga Dynasty. Architecture Legend / Local stories Photo Gallery How to Reach: Address Kolletikota, Andhra Pradesh 521340 Contact Details […]
"
https://www.bharattemples.com/andhra-pradesh,"Paritala Anjaneya Temple, Krishna",https://www.bharattemples.com/paritala-anjaneya-temple-krishna/,"
Paritala Anjaneya Temple is a temple residing statue of Lord Hanuman. The statue is the tallest one dedicated to Lord Hanuman in the world.It is located in the village of Paritala on NH-9, approximately 30 km from the city of Vijayawada, in the Indian state of Andhra Pradesh. The statue was installed in the year 2003 and stands 135 feet (41 metres) tall. The statue […]
"
https://www.bharattemples.com/andhra-pradesh,"Ballasulamma temple, Krishna",https://www.bharattemples.com/ballasulamma-temple-krishna/,"
The history of the famous Kallapalem Ballasulamma temple. Kallapalem is a small village in the Kalidindi Mandal of Krishna District in Andhra Pradesh, India. The incident happened back 400 years. The northern part of an Indian family of Ramannna with two sons Pedda Ramanna and China Ramanna were living together. Cattle raising was their profession. The Pedda veranna is soft and China veranna is […]
"
https://www.bharattemples.com/andhra-pradesh,"Pithapuram Temple, East Godavari",https://www.bharattemples.com/pithapuram-temple-east-godavari/,"
Pithapuram Temple is a temple in the Pithapuram area of East Godavari district, Andhra Pradesh. It is 75 km (47 mi) from Rajahmundry and 20 km (12 mi) from Kakinada. The main deity of this Hindu temple is Kukkuteshwara Swamy. Architecture Legend / Local stories Photo Gallery How to Reach: Address Contact Details
"
https://www.bharattemples.com/andhra-pradesh,"Neelakanteshwara Temple,  East Godavari",https://www.bharattemples.com/neelakanteshwara-temple-east-godavari/,"
Antarvedi is famous for its unique temple known as Neelakanteswara temple. The presiding deity of this temple is Lord Shiva who is also known Neelakanta. Puranas indicate that Lord Brahma has worshipped the idol of Lord Shiva at this temple and is therefore one of the famous Shiva temples in India. The temple is one of the ancient temples of India with devotees thronging to […]
"
https://www.bharattemples.com/andhra-pradesh,"Chalukya Kumararama Bhimeswara Temple, East Godavari",https://www.bharattemples.com/chalukya-kumararama-bhimeswara-temple-east-godavari/,"
The Sri Chalukya Kumararama Sri Bhimeswaraswamy vari temple is a temple in Samalkota. The presiding deity at this temple is Lord Shiva, known as Kumara Bhimeswara. The most important festival that is celebrated in this temple is Maha Sivarathri. The temple is historically prominent, as it was built by Chalukyas who reigned over this location. Construction of the temple started in 892 […]
"
https://www.bharattemples.com/andhra-pradesh,"Andhra Shiridi, East Godavari",https://www.bharattemples.com/andhra-shiridi-east-godavari/,"
The temple of Andhra Shirdi is located in a small and prosperous village called Balabhadrapuram in Bikkavolu Mandal of East Godavari, located in the Indian state of Andhra Pradesh. As of 2014, the Temple had been under construction for nine years, with a total budget of ₹30 million Rupees, and another 20 million Rupees planned. The project’s goal is to make “Andhra […]
"
https://www.bharattemples.com/andhra-pradesh,"Sri Vaikuntanatha Swamy Temple, Chittoor",https://www.bharattemples.com/sri-vaikuntanatha-swamy-temple-chittoor/,"
Sri Vaikuntanatha Swamy Temple is a 500 year old Vaishnavite temple situated at Therani village in Chittoor District of Andhra Pradesh. The temple is dedicated to Lord Vishnu who is referred to as Vaikuntanatha. The temples was constructed during 16th Century on the banks of river Kushasthali. The temple is 5 km away from Nagari town and 50 km away from Tirupati city. The temple was built during 16th Century […]
"
https://www.bharattemples.com/andhra-pradesh,"Ekam – The Oneness Temple, Chittoor",https://www.bharattemples.com/ekam-the-oneness-temple-chittoor/,"
The Ekam is located in Varadaiahpalem, Andhra Pradesh, India. The Oneness Temple is built on the grounds of the Oneness University campus of Sri Bhagavan’s ashram. The temple was inaugurated in April 2008.The temple is located in a wide open land beside the misty Eastern Ghats mountains. The location where the temple is built was supposed to have been where many rishis had meditated from the ancient […]
"
https://www.bharattemples.com/andhra-pradesh,"Vakula Devi, Chittoor",https://www.bharattemples.com/vakula-devi-chittoor/,"
Vakula Devi is the foster mother of Lord Venkateswara. As per the legend of Tirumala, it dates back to Dvapara Yuga when Yasoda, the foster mother of Lord Krishna (avatar of Lord Vishnu) complains to him that she couldn’t witness any of his marriages. To this, Lord Krishna replies he would ensure she would get such opportunity later in Kali Yuga. In Kali Yuga, Lord Vishnu adorns the world as […]
"
https://www.bharattemples.com/andhra-pradesh,"Sri Sunama Jakini Matha, Anantapur",https://www.bharattemples.com/sri-sunama-jakini-matha-anantapur/,"
Sri Sunama Jakini Maatha was born into Suryavamshi Are-Katika community of Pinnepalli village in Anantapur district, Andhra Pradesh, India. A temple was built for this goddess in Gooty town of Anantapur district, Andhra Pradesh is also one of the first temple for Are-katika community. Sri Sunama Jakini maatha was born in Malkari family from Are-Katika community at Pinnepalli village of Yadiki mandal, Tadipatri taluk, Anantapur district (officially: Anantapuramu), Andhra Pradesh state of India. She married to Hanumanthakari […]
"
https://www.bharattemples.com/andhra-pradesh,"Mounagiri Hanuman Temple, Anantapur",https://www.bharattemples.com/mounagiri-hanuman-temple-anantapur/,"
Mounagiri is a Hindu temple near Bengaluru Highway in Anantapur, India. The temple displays millennia of traditional Hindu and Andhra culture, spirituality, and architecture. The temple was inspired and developed by Sri Eswaraiah Swamy, the spiritual head of the Mounagiri Global Trust and Philosophical Society, whose 500 volunteers helped 1,000 artisans construct the Mounagiri Hanuman Temple. The Hanuman idol cost around ₹40 lakh (US$58,000) to sculpture. […]
"
https://www.bharattemples.com/andhra-pradesh,"Chintalarayaswami Temple, Anantapur",https://www.bharattemples.com/chintalarayaswami-temple-anantapur/,"
Chintalarayaswamy Temple or Sri Chintala Venkataramana Temple is a Hindu-Vaishnavite temple situated at Tadipatri, a town in Anantapur District of Andhra Pradesh state, India.The Temple is dedicated to Lord Venkateswara, a form of Vishnu, who is referred to as Chintala Venkataramana.It is situated on banks of river Penna which is passing through the town.The Temple is known for its granite sculptures and is classified as one […]
"
https://www.bharattemples.com/andhra-pradesh,"Bugga Ramalingeswara Swamy temple, Anantapur",https://www.bharattemples.com/bugga-ramalingeswara-swamy-temple-anantapur/,"
Bugga Ramalingeswara Swamy temple is a Siva shrine situated in Tadipatri, Anantapur district of Andhra Pradesh, India. The temple lies on the bank of the Penna River. Architecture Legend / Local stories Photo Gallery How to Reach: Address Ellutla, Andhra Pradesh 515425 Contact Details 088863 66030
"
https://www.bharattemples.com/andhra-pradesh,"Malakonda Temple, Prakasam",https://www.bharattemples.com/malakonda-temple-prakasam/,"
Sri Malyadri Lakshmi Narasimha Swamy Vari Devasthanam is a Hindu Narasimha (avatar of Vishnu) with a temple in Malakonda, Valetivari Palem, Prakasham district, Andhra Pradesh, India. He is Lord of Malyadri (Malakonda). A large number of devotees visit the sacred shrine of Lord Lakshmi Narasimha to pay their homage to him. Malyadri is one of […]
"
https://www.bharattemples.com/andhra-pradesh,"Paandu-Ranga Swami Temple, Krishna",https://www.bharattemples.com/paandu-ranga-swami-temple-krishna/,"
Panduranga Swamy Temple Is A Famous Temple In Chilakalapudi, Machilipatnam, Krishna District In The State Of Andhra Pradesh. This Temple Was Constructed In 1929 By Sri Bhakta Narasimham. It Has A Spiritual Significance Among The People Of Machilipatnam. The Deity And The Garbhagriha Of The Temple Are Very Similar To Pandaripur Temple. An Idol Of […]
"
https://www.bharattemples.com/andhra-pradesh,"Kurmanathaswamy temple, Srikurmam, Andhra Pradesh",https://www.bharattemples.com/kurmanathaswamy-temple-srikurmam-andhra-pradesh/,"
Kurmanathaswamy temple, Srikurmam, Andhra Pradesh Date built: 2nd century AD Deity: – Architectural style: Dravidian architecture Major festivals – Locale: Sri Kurmam District:: Srikakulam Address: Srikurmam Rd, Ampolu, Andhra Pradesh 532404 Phone 08942283555 Srikurmam Kurmanathaswamy Temple (also known as Srikurmam temple) is a Hindu temple in the Gara mandal of the Srikakulam district in the South Indian state of Andhra Pradesh. It is dedicated […]
"
https://www.bharattemples.com/andhra-pradesh,"Annavaram Satyanarayana Temple, Andhra Pradesh",https://www.bharattemples.com/annavaram-satyanarayana-temple-andhra-pradesh/,"
Annavaram Satyanarayana Temple, Andhra Pradesh Date built: – Deity: vishnu Architectural style: Dravidian architecture Major festivals Satyanarayana Vratam Locale: – District:: East Godavri Address: Annavaram Town Rd, East Godavari District, Annavaram, Andhra Pradesh 533406 Phone 08519813124 Sri Veera Venkata Satyanarayanaswamy Temple or Annavaram Temple is a Hindu-Vaishnavite temple situated at Annavaram town in East Godavari District, of Andhra Pradesh state, India.The temple is on […]
"
https://www.bharattemples.com/andhra-pradesh,"Veerabhadra Temple, Lepakshi, Andhara Pradesh",https://www.bharattemples.com/veerabhadra-temple-lepakshi-andhara-pradesh/,"
Veerabhadra Temple, Lepakshi, Andhara Pradesh Date built: 16th century Deity: – Architectural style: Dravidian architecture Major festivals – Locale: Lepakshi District:: Anantapur Address: Old, Lepakshi, Andhra Pradesh 515331 Phone 09448051023 The Veerabhadra temple is in Lepakshi in the Anantapur district of the Indian state of Andhra Pradesh. Built in the 16th century, the architectural features of the temple are in the Vijayanagara style with profusion of […]
"
https://www.bharattemples.com/andhra-pradesh,"Ranganatha Temple, Nellore, Andhra Pradesh",https://www.bharattemples.com/ranganatha-temple-nellore-andhra-pradesh/,"
Ranganatha Temple, Nellore, Andhra Pradesh Date built: 1200 A.D Deity: vishnu Architectural style: Dravidian architecture Major festivals Locale: Nellore District:: Nellore Address: – Phone – The Sri Ranganthaswami Temple in Nellore, Andhra Pradesh, India is a Hindu temple dedicated to Lord Ranganatha a resting form of Lord Vishnu. This temple, also called Talpagiri Ranganathaswami temple or Ranganayakulu is one of the oldest temples in Nellore. It is located on the banks […]
"
https://www.bharattemples.com/andhra-pradesh,"Yaganti temple, Andhra Pradesh",https://www.bharattemples.com/yaganti-temple-andhra-pradesh/,"
Yaganti temple, Andhra Pradesh Date built: 15th century Deity: – Architectural style: Dravidian architecture Major festivals – Locale: – District:: Kurnool Address:- – Phone – Sri Yaganti Uma Maheswara Temple or Yaganti is a temple of Lord Shiva in Kurnool District in the India state of Andhra Pradesh.It was built according to Vaishnavaite traditions.This temple was constructed by King Harihara Bukka Raya of the Sangama Dynasty of the Vijayanagara Empire in the 15th century. It […]
"
https://www.bharattemples.com/andhra-pradesh,"Pallikondeswara Temple, Surutapalli, Andhra Pradesh",https://www.bharattemples.com/pallikondeswara-temple-surutapalli-andhra-pradesh/,"
Pallikondeswara Temple, Surutapalli, Andhra Pradesh Date built: – Deity: shiva Architectural style: Dravidian architecture Major festivals Sivarathri Locale: Surutapalli District:: chittoor Address: – Phone – Pallikondeswara Temple(also Pradosha kshetram) is a Hindu temple dedicated to the god Shiva located in Surutapalli,[1] a village in Chittoor district of Andhra Pradesh, India. The presiding deity Pallikondeswara, unlike other Siva Temples, will be in reclining posture in the […]
"
https://www.bharattemples.com/andhra-pradesh,"Konetirayala Temple, Keelapatla, Andhra Pradesh",https://www.bharattemples.com/konetirayala-temple-keelapatla-andhra-pradesh/,"
Konetirayala Temple, Keelapatla, Andhra Pradesh Date built: – Deity: Venkateswara Architectural style: Dravidian architecture Major festivals Brahmotsavam, Vaikunta, Ekadasi, Ratha Saptami Locale: Keelaptia District:: chittor Address: – Phone – Konetirayala Swamy Temple (also known as Venkateswara Temple) is a Hindu temple of Lord Venkateswara in the village of Keelapatla, Palamaner, Chittoor District, Andhra Pradesh, India.History says, some of the rulers who ruled this place were, Sathavahans, […]
"
https://www.bharattemples.com/andhra-pradesh,"Parasurameswara Temple, Andhra Pradesh",https://www.bharattemples.com/parasurameswara-temple-andhra-pradesh/,"
Parasurameswara Temple, Andhra Pradesh Date built: 2nd or 3rd century AD Deity: Linga Architectural style: Dravidian architecture Major festivals – Locale: – District:: – Address: – Phone – Though a small village, historically it is very important, because it has a beautiful Siva Temple which is popularly known as “the Parasurameswara Temple.”The main importance of the temple lies […]
"
https://www.bharattemples.com/andhra-pradesh,"Lakshmi Narasimha Temple, Antarvedi, Andhra pradesh",https://www.bharattemples.com/lakshmi-narasimha-temple-antarvedi-andhra-pradesh/,"
Lakshmi Narasimha Temple, Antarvedi, Andhra pradesh Date built: 15th-16th century Deity: – Architectural style: Dravidian architecture Major festivals Bheeshma Ekadasi, Ratha Saptami, Kartika Pournami, Vaikunta Ekadasi Locale: – District:: East Godavri Address: Sakinetipalli Mandal, East Godavari District., Antervedi, Andhra Pradesh 533252 Phone 08862259313 s situated in temple town named Antarvedi of Sakhinetipalle Mandal, located in the East Godavaridistrict of the Andhra Pradesh state in India. The […]
"
https://www.bharattemples.com/andhra-pradesh,"Sri Suryanarayana Swamy Temple, Andhra pradesh",https://www.bharattemples.com/sri-suryanarayana-swamy-temple-andhra-pradesh/,"
Sri Suryanarayana Swamy Temple, Andhra pradesh Date built: 1920 Deity: – Architectural style: Dravidian architecture Major festivals – Locale: Gollala Mamidada District:: East Godavri Address – Phone – Sri Suryanarayana Swamy Temple is a Sun temple situated in Gollala Mamidada Village, Peddapudi Mandal, East Godavari Districtof Andhra Pradesh, India, that is considered to be second to the Arasavalli Sun Temple. The temple was […]
"
https://www.bharattemples.com/andhra-pradesh,"Siddheswara Swamy Temple, Andhra Pradesh",https://www.bharattemples.com/siddheswara-swamy-temple-andhra-pradesh/,"
Siddheswara Swamy Temple, Andhra Pradesh Date built:- Deity: – Architectural style: Dravidian architecture Major festivals – Locale: – District:: chittoor Address:- – Phone – Siddheswara Swamy Temple is one of the Greatest Temple in Andhra Pradesh State. It is Located in Talakona. It’s very Near to Thirupathi. The Talakona waterfall is in Sri Venkateswara National Park, Chittoor District of Andhra […]
"
https://www.bharattemples.com/andhra-pradesh,"Kulandeshwara Temple, Andhra Pradesh",https://www.bharattemples.com/kulandeshwara-temple-andhra-pradesh/,"
Kulandeshwara Temple, Andhra Pradesh Date built: 11th century Deity: – Architectural style: Dravidian architecture Major festivals – Locale: – District:: chittor Address: – Phone – Kulandeshwara Temple, located in the Chittoor district of Andhra Pradesh, India. It is dedicated to the deity Kulandeshwara (the Hindu god Shiva). It dates back to the 11th century. It is located in Kattamanchi. Chola Period.   […]
"
https://www.bharattemples.com/andhra-pradesh,"Alipiri, Andhra Pradesh",https://www.bharattemples.com/alipiri-andhra-pradesh/,"
{Temple Name} Date built: – Deity: – Architectural style: Dravidian architecture Major festivals Vaikuntha Ekadasi, Rathasapthami Locale: – District:: chittoor Address: – Phone – Alipiri Padala Mandapam or Alipiri is the place at foot of seven hills in Tirupati, the pilgrim city of Sri Venkateswara Swami, in the state of Andhra Pradesh, India. One Footstep way and two road ways, one up and one […]
"
https://www.bharattemples.com/andhra-pradesh,"Veeranjaneya Temple, Ardhagiri, Andhra pradesh",https://www.bharattemples.com/veeranjaneya-temple-ardhagiri-andhra-pradesh/,"
Veeranjaneya Temple, Ardhagiri, Andhra pradesh Date built: – Deity: – Architectural style: Dravidian architecture Major festivals – Locale: Aragonda District:: Chittoor Address: {Address} Phone {Phone} Veeranjaneya Temple is a temple on the hill of Ardhagiri, dedicated to Lord Hanuman. It is situated in Aragonda of Chittoor district in the Indian state of Andhra Pradesh.   Architecture Legend / Local stories Photo Gallery How […]
"
https://www.bharattemples.com/andhra-pradesh,"Vedanarayana Temple, Nagalapuram, Andhra Pradesh",https://www.bharattemples.com/vedanarayana-temple-nagalapuram-andhra-pradesh/,"
Vedanarayana Temple, Nagalapuram, Andhra Pradesh Date built: – Deity: Garbhagriha Architectural style: Dravidian architecture Major festivals Surya Pooja Locale: Nagalapuram District:: Chittoor Address: Tirupati Rd, Nagalapuram, Andhra Pradesh 517589 Phone 09848569581 Sri Vedanarayana Temple or Matsya Narayana Temple is a Hindu-Vaishnavite temple situated at Nagalapuram town in Chittoor District, of Andhra Pradesh state, India. The temple is dedicated to Lord Vishnu in the form of Matsya(fish) avatar […]
"
https://www.bharattemples.com/andhra-pradesh,"Varahaswamy Temple, Tirumala, Andhra Pradesh",https://www.bharattemples.com/varahaswamy-temple-tirumala-andhra-pradesh/,"
Varahaswamy Temple, Tirumala, Andhra Pradesh Date built: – Deity: Varaha , Vishanu Architectural style: Dravidian architecture Major festivals Varaha Jayanti, Vaikunta, Ekadasi Locale: Tirupati District:: chittoor Address: Balaji Nagar, Tirumala, Tirupati, Andhra Pradesh 517504 Phone – Sri Varahaswamy Temple or Bhu Varahaswamy Temple is a Hindu-Vaishnavite temple situated at hill town of Tirumala in Tirupati, Chittoor District of Andhra Pradesh state, India. The Temple is dedicated to […]
"
https://www.bharattemples.com/andhra-pradesh,"Prasanna Venkateswara Temple, Appalayagunta, Andhra Pradesh",https://www.bharattemples.com/prasanna-venkateswara-temple-appalayagunta-andhra-pradesh/,"
Prasanna Venkateswara Temple, Appalayagunta, Andhra Pradesh Date built: 1232 AD Deity: – Architectural style: Dravidian architecture Major festivals Brahmotsavams, Vaikuntha, Ekadasi Locale: Appalayagunta, Tirupati District:: Chittor Address: Appalayagunta, Andhra Pradesh 517551 Phone – Sri Prasanna Venkateswara Swamy Temple is a vaishnavite temple located at Appalayagunta which is 16 km from Tirupati in Chittoor District of Andhra Pradesh, India. The temple is dedicated to Lord Venkateswara, referred […]
"
https://www.bharattemples.com/andhra-pradesh,"Kodandarama Temple, Tirupati, Andhra Pradesh",https://www.bharattemples.com/kodandarama-temple-tirupati-andhra-pradesh/,"
Kodandarama Temple, Tirupati, Andhra Pradesh Date built: 10th Century Deity: – Architectural style: Dravidian architecture Major festivals Sri Rama Navami, Brahmotsavams Locale: Tirupati District:: chittoor Address: – Phone – Sri Kodandaramaswamy Temple is one of the famous temples, after Tirumala Venkateswara Temple, in the holy city of Tirupati in Chittoor district of Andhra Pradesh, India. The temple is dedicated to Lord Rama an incarnation of Vishnu along […]
"
https://www.bharattemples.com/andhra-pradesh,"Kalyana Venkateswara Temple, Srinivasamangapuram, Andhra Pradesh",https://www.bharattemples.com/kalyana-venkateswara-temple-srinivasamangapuram-andhra-pradesh/,"
Kalyana Venkateswara Temple, Srinivasamangapuram, Andhra Pradesh Date built: – Deity: Venkateswara,Lakshmi narayan, Ranganthar Architectural style: Dravidian architecture Major festivals Brahmotsavams, Vaikuntha, Ekadasi Locale: Srinivasamangapuram, Tirupati District:: chittor Address: – Phone – Sri Kalyana Venkateswara swamy Temple is an ancient Hindu Vaishnavite temple located at Srinivasamangapuram which is 12 km from Tirupati in Chittoor District of Andhra Pradesh, India. The temple is dedicated to Lord Venkateswara, a […]
"
https://www.bharattemples.com/andhra-pradesh,"Kapila Theertham, Andhra Pradesh",https://www.bharattemples.com/kapila-theertham-andhra-pradesh/,"
Kapila Theertham, Andhra Pradesh Date built: – Deity: – Architectural style: Dravidian architecture Major festival Maha Shivaratri, Karthika Deepam, Kapileswara SwamyBrahmotsavams Locale: Tirupati District:: Chittor Address: – Phone – Kapila Theertham is a famous Saivite Temple and Theertham, located at Tirupati in the Chittoor District of Andhra Pradesh, India. The idol is believed to be installed by Kapila Muni and hence Lord Siva here is referred to as Kapileswara.The […]
"
