temple_url,temple_details
https://www.bharattemples.com/veerapandi-gowmariamman-temple-theni/,"Veerapandi Gowmariamman temple:
Gowmariamman temple, a 14 th Century Temple built by king Veerapandi of Pandya Dynasty is the famous temple here. It is believed that the king got back his lost sight after sincere and devoted prayer to Gowmariamman and Kanneeswara-mudaiyar. Mullai River, a perennial source of water flows through close to the temple.( Theni to Veerapandi 8 km)
Nearest Airport : Madurai
Nearest Railway station : Madurai
Reaching from Madurai-Usilampatti-Andipati to Theni

"
https://www.bharattemples.com/big-brihadeeshwara-temple-thanjavur/,"The Big Temple of Tanjavore is a stunning monument that speaks oodles about the architectural mastery of the Chola era. This 212 ft (64.8 meter) towering Shiva temple is home to one of the largest Shiva Lingas of the country. A majestic Nandhi (bull), measuring a gigantic 19.4 ‘ x 8.23’ x 12’ (5.94 x 2.51 x 3.66 in meters) stands guard over the temple. This is the second largest Nandhi in India and is carved out of a single stone. Everything about this temple is big, majestic. No wonder it is referred as The Big Temple.
Nearest Airport: Trichy. Thanjavur can be reached by bus or train from Trichy.
Nearest Junction: Thanjavur
Thanjavur Old Bus Stand – Temple (0.5Km)

"
https://www.bharattemples.com/ramanathaswamy-temple-ramanathapuram/,"The Holy abode of the Hindu God, Shri Ram (addressed so with all respect & humility) is a virtual paradise for the devout. No Hindu’s journey is complete without a pilgrimage to both Varanasi and Rameswaram for the culmination of his quest for salvation and is hallowed by the epic ‘Ramayana’. Folklore mentions about God Ram’s presence in this land, after his 14-year exile.
Local legend has it that Shri Ram was helped back into Rameswaram and into India by his brother Lakshman and Hanuman along with his band of thousands of monkeys, after finally emerging victorious against the demon – Ravana. They helped build a bridge with rocks from the sea and shores to cross the ‘Sethu canal’ and reach Lanka. Lord Rama is also believed to have sanctified this place by worshipping and glorifying Lord Shiva and hence marks the confluence of Shaivism and Vaishnavism and is thus revered by both Shaivites and Vaishnavites alike and thus there is a strong belief that bathing in the 22 ‘Theerthams’ or natural springs is a step forward in enlightenment. Therefore, Rameswaram has rightly been declared as one of the National Pilgrim Centres in the count.
The Ramanathaswamy temple by itself is a delight for every tourist. With its magnificent, imposing structure, long corridors, aesthetically carved pillars, the temple is adorned with a towering 38-metre ‘Gopuram’. The temple itself was built by rulers since the 12th century with Sethupathy Maravar beginning the construction of the grand Ramanathaswamy temple that boasts of the ‘Third Corridor’, completed by his successor, Maravar – the longest one in Asia with a 197-metre span from East to West and a 133-metre span from South to North, the third largest in the world! It is said that Swamy Vivekananda offered prayers at this temple in 1897. It is also one of the twelve Jyothirlinga temples, where Shiva is worshipped in the form of a Jyotirlingam.
Madurai is the nearest Airport which is around 175 km distance from Rameswaram. Thoothukudi is another airport which is around 195 km distance from Rameswaram.
Rameswaram has a railway station which is around 1.3 km from the Ramanathaswamy temple.
Rameswaram has a Bus stand which is around 2 km from the Ramanathaswamy temple

"
https://www.bharattemples.com/kodumbalur-temple-pudukkottai/,"The name Kodumbaloor has been mentioned in the Tamil epic Silapathigaram. It is located at a distance of 35km from Trichy and 40km from pudukkottai. The architectural structure existed here are the forerunner for Dravidiyan style of architecture. The remaining structures of Muvar koil and Mujukundeeswarer temple attracts many tourist to this place. It is under the control of Archaeological survey India.
36 Kms from Trichy Railway Station
35 Kms from Trichy Bus Stand

"
https://www.bharattemples.com/thirugokarnam-temple-pudukkottai/,"A rock cut cave temple situated in the heart of the city built by Mahendravarma pallava is Known as Kokaraneeswarer temple. Lord Siva (Kokaraneeswarer) and Lord sakthi (Pragadambal ) are the main deity of this temple . The later additions were made by Pandyas, Cholas and Thondaman Dynasty and become a great structure of temple. Many festivals and dance programmes were frequently performed here on ancient days. Drama ,dance and music flourished to its peak during the Thondaman dynasty. Chithirai festival, Adi pooram and Navarathiri Vizha are the important festival celebrated here. Telephone : 04322 -236195
45 km away from tiruchirapalli air port.
3 km away from Pudukkottai Railway Station.

"
https://www.bharattemples.com/arthanareeswarar-temple-namakkal/,"Tiruchengode is 35 km from Namakkal. It is one of the seven Sivasthalams in Kongunadu. The Arthanareeswarar Temple is located on a hill. The presiding deity is depicted as half-male and half-female, vertically to represent Shiva and Parvati worshipped as one form. It is considered one of the oldest temples in this region.Tiruchegode is the olden Poondurainadu in Kongunadu. Tiruchengode olden name is Thirukodimadachengondurur.
The nearest airport is Salem Airport [at] 50 Km Coimbatore International airport is [at] 130 km
Nearest Railway Junction is Erode which is 25 Km from Tiruchengode by road. Namakkal Railway Station is 30 Km from Tiruchengode by road.
Tiruchengode is well connected by road from Namakkal , Erode and Salem.
Arthanareeswarar Hill Temple Road, Tiruchengode, Tamil Nadu 637211
04288 255 925

"
https://www.bharattemples.com/namakkal-anjaneyar-temple-namakkal/,"Namakkal Anjaneyar temple is located in Namakkal, a town in Namakkal district. It is dedicated to the Hindu god Hanuman. It is constructed in the Dravidian style of architecture. The legend of the temple is associated with Narasimha, an avatar of Hindu god Vishnu appearing for Hanuman and Lakshmi. The image of Anjaneyar is 18 ft (5.5 m) tall, making it one of the tallest images of Hanuman in India. The Agamam is followed by “Sri Vaikhanasam”.
The temple has a pillared hall leading to the sanctum. The temple is maintained and administered by the Hindu Religious and Endowment Board of the Government of Tamil Nadu.
The nearest airport is Salem Airport [at] 60 Km Coimbatore International airport is [at] 160 km Trichy airport is [at] 90 Km
Namakkal railway station in between Salem – Karur line.
Namakkal is 50 Km from Salem and 45 Km from Karur. It is on National Highway

"
https://www.bharattemples.com/namagiri-amman-temple-namakkal/,"A Temple dedicated to the Goddess Namagiri Amman. It is situated within the temple complex of the Narasimha Swamy kovil. According to the legends, Namagiri Amman (or Namagiri Lakshmi) appeared in the Kamalalayam and performed penance which pleased Narasimha Swamy. The Amman is reputed for granting prayers for marriages and children. The temple is located facing the Narasimha Swamy Kovil and contains a holy waterspring known as the Narasimha Theertham. On the outside in the open is a colossal stone statue 18’high of Visvarupa Anjaneya, populary known as Hanumantharaya Swamy. The sculptural works of the temple exhibit influence of the Pallava and Chalukya art.
The nearest airport is Salem Airport [at] 60 Km Coimbatore International airport is [at] 160 km Trichy airport is [at] 90 Km
Namakkal railway station in between Salem – Karur line.
Namakkal is 50 Km from Salem and 45 Km from Karur. It is on National Highway.

"
https://www.bharattemples.com/thirupparankundram-temple-madurai/,"One of the six special abodes dedicated to Lord Murugan or Lord Subrahmanya is located 8 Kms South of Madurai. The importance of this temple is that the marriage of Lord Subrahmanya with Devayanai, the daughter of Indra, was celebrated here. The Cave shrines here are calculated as 8th century creation of the Pandiyans. The Sanctum Sanctorum is carved out of a single rock and the temple is believed to be in existence for many centuries. The walls and the pillars have fascinating carvings.
Madurai Airport is the nearest and located at Avaniyapuram, about 12 kilometres (7.5 mi) from Madurai city.
Madurai Junction is the major railway station to reach here. Not many express trains stop in the Tirupparankundram station except passenger trains.
Buses from State Transport Corporation ply from Madurai city regularly. Can reach in own vehicles from Madurai city.
Thiruparankundram, Tamil Nadu 625005

"
https://www.bharattemples.com/kattuveera-anjaneya-temple-krishnagiri/,"Kattuveera Anjaneya Temple is located at Krishnagiri in Tamil Nadu is said to be 2500 years old and this Anjaneya here ensures that the one wish which one pray with full devotion is said to come true, within 3 months.
At the counter if one pays Rs.50/- a saffron bag with coconut, betel leaves and coconut is handed to us which has a number written on it and one card containing the same no. Pray for the fulfillment of one wise and along with a dakshina the saffron bag is tied and kept inside the sanctum of Anjaneya where the poojari does a small pooja and hands back to us.
The devotee has to complete 11 rounds of the temple chanting the mantra “sri Ram jai Ram Jai Jai Jai Ram” and once the 11 pradikshna is over then the saffron bag is kept along with the other devotees bags separately for 3 months. It is believed that the one wish which you want to be fulfilled gets fulfilled, and once the wish is fulfilled you are expected to return and claim the saffron bag from the temple.
There is one natural rock formation Nandi which one cannot miss and shows the presence of shiva too here.
Nearest Airport is in Bangalore
1Kms away from Krishnagiri City. 5 hours travel from Chennai to reach this place.
Devasamuthiram Rd, Devasamuthiram, Krishnagiri, Tamil Nadu 635001
099407 31616

"
https://www.bharattemples.com/jain-temple-krishnagiri/,"Jain dharma consists of 24 theerthankars, In these 24 theerthankars the 23rd theerthankar is considered to be swami parshwanathbhagwan. Today shaktipeet is the world’s highest (365 ft height) Jain temple adorning images of the Tirthankar Arihanta Paramatmans. 6 km from Krishnagiri. Shree Parshwa Padmavti Nagar, Sadhanpalli, sundampatti post.
Nearest Airport is in Bangalore
Nearest railway station is Dharmapuri and Hosur
5 Kms away from Krishnagiri City. 5 hours travel from Chennai to reach this place.
Jain Temple Road, Sadhanpalli, Tamil Nadu 635108

"
https://www.bharattemples.com/chitharal-jain-rock-cut-temple-kanyakumari/,"Chitharal is located about 45 kilometers away from kanniyakumari. It is famous for the Rock-cut temple. Hillock  at Chitharal has a cave containing Rock-cut  sculptures of Thirthankaras and attendent  deities carved inside and outside dating back to 9th Century A.D. King Mahendra Varman I was responsible for the Jainism influence in this region.  It was converted into Bagavathy Temple in the 13th Century A.D. Cars and Vans can go upto the foot of   the hill. One has to walk for about 10 minutes to reach the temple. The Jain images have been preserved by the Central Archeological Survey of India. It comes under Vellankode panchayat.
Nearest Airport : Thiruvananthapuram Airport. Chitharal Jain Rock Cut Temple can be reached by bus or train from Thiruvananthapuram.
Nearest Railway Station : Kuzhithurai . The Chitharal Jain Monuments are located in a small village situated 9 km from Kuzhithurai station.
By road it is 64 Kms from Thiruvananthapuram and 42 Kms from Kanniyakumari
West Kovalam Road, Near Siluvai Nagar, Kanyakumari, Tamil Nadu 629702

"
https://www.bharattemples.com/bannari-amman-temple-erode/,"Bannari Amman Temple is 75 kms away from Erode and 10 kms distance from Sathyamangalam. It is the famous temple in Erode District and situated at the bottom of the Western Ghats on the way to Mysore.
Coimbatore Airport (90 KM)
Erode
Situated in Satyamangalam – Mysor
National Highway 209, Sathyamangalam Taluk, Erode District, Bannari, Tamil Nadu 638401

"
https://www.bharattemples.com/thadikombu-perumal-temple-dindigul/,"Thadikombu Perumal Temple is located on the Dindigul- Karur route about 18 kms away from Dindigul. The main deity of the temple is Lord Alagar. The main festival of the temple is celebrated during the Tamil month of Chitrai, which falls in April and May. During this festival, the deity is offered regular prayer for 12 days.
Nearest Airport is Madurai Airport
Nearest Railway Station is Dindigul Junction
18 KMs from Dindigul on Dindigul – Karur – Salem Highway
Dindigul District, Thadikombu, Tamil Nadu 624709
0451 255 7232

"
https://www.bharattemples.com/arulmigu-dhandayuthapani-swamy-temple-dindigul/,"Palani Arulmigu Shri Dhandayuthapani temple is one of the Six Abodes of Murugan. It is located in the town of Palani in Dindigul district, 100 kilometres (62 mi) southeast of Coimbatore and northwest of Madurai in the foot-hills of the Palani hills, Tamil Nadu, India.
The idol of the Muruga in Palani, was created and consecrated by sage Bogar, one of aaseevaham’s (Ancient Tamil Culture) eighteen great siddhas out of an amalgam of nine poisons or navapashanam. The legend also holds that, the sculptor had to work very rapidly to complete its features, but that he spent so much time in creating the face, he did not have time to bestow but a rough grace upon the rest of the body, thus explaining the contrast between the artistic perfection of the face and the slightly less accomplished work upon the body. A shrine to Bhogar exists in the southwestern corridor of the temple, which, by legend, is said to be connected by a subterranean tunnel to a cave in the heart of the hill, where Bhogar continues to meditate and maintain his vigil, with eight idols of Muruga.
The idol of the deity is said to be made of an amalgam of nine poisonous substances which forms an eternal medicine when mixed in a certain ratio. It is placed upon a pedestal of stone, with an archway framing it and represents the god Subrahmanya in the form He assumed at Palani – that of a very young recluse, shorn of his locks and all his finery, dressed in no more than a loincloth and armed only with a staff, the dhandam, as befits a monk.
Sage Narada once visited the celestial court of Shiva at Mount Kailash to present to him a fruit, the gyana-palam (literally, the fruit of knowledge), that held in it the elixir of wisdom. Upon Shiva expressing his intention of dividing the fruit between his two sons, Ganesha and Murugan,the sage counseled against cutting it. He decided to award it to whichever of his two sons first circled the world thrice. Accepting the challenge, Karthikeya started his journey around the globe on his mount peacock. However, Ganesha, who surmised that the world was no more than his parents Shiva and Shakti combined, circumambulated them. Pleased with their son’s discernment, Shiva awarded the fruit to Ganesha. When Kartikeya returned, he was furious to learn that his efforts had been in vain. He left Kailash and took up his abode in Palani hills in South India.
Nearest Airport is Madurai .
Nearest Railway Station is Palani.
Direct buses are available from all the cities of Tamil Nadu.
Giri Veethi, Palani, Tamil Nadu 624601
04545 242 236

"
