0,1
https://www.bharattemples.com/ballasulamma-temple-krishna/,"The history of the famous Kallapalem Ballasulamma temple. Kallapalem is a small village in the Kalidindi Mandal of Krishna District in Andhra Pradesh, India.
The incident happened back 400 years. The northern part of an Indian family of Ramannna with two sons Pedda Ramanna and China Ramanna were living together. Cattle raising was their profession. The Pedda veranna is soft and China veranna is a playboy. China Ramanna had a relationship with a Lambadi girl and this news spread to Lambadi society. They threatened to kill the Ramanna family. In fear of death the Ramanna family moved with their cattle toward southern part of India. On the way they met with Goddess Ballasulamma and she asked them to carry with them. The Ramanna requested the goddess that he cannot effort to carry her or offer food. 

"
https://www.bharattemples.com/pithapuram-temple-east-godavari/,"Pithapuram Temple is a temple in the Pithapuram area of East Godavari district, Andhra Pradesh. It is 75 km (47 mi) from Rajahmundry and 20 km (12 mi) from Kakinada. The main deity of this Hindu temple is Kukkuteshwara Swamy.

"
https://www.bharattemples.com/neelakanteshwara-temple-east-godavari/,"Antarvedi is famous for its unique temple known as Neelakanteswara temple. The presiding deity of this temple is Lord Shiva who is also known Neelakanta. Puranas indicate that Lord Brahma has worshipped the idol of Lord Shiva at this temple and is therefore one of the famous Shiva temples in India. The temple is one of the ancient temples of India with devotees thronging to this place during Shiva Ratri Festival. Antarvedi is located in East Godavari district in Andhra Pradesh.
Antervedi Pallipalem, Andhra Pradesh 533252

"
https://www.bharattemples.com/chalukya-kumararama-bhimeswara-temple-east-godavari/,"The Sri Chalukya Kumararama Sri Bhimeswaraswamy vari temple is a temple in Samalkota. The presiding deity at this temple is Lord Shiva, known as Kumara Bhimeswara. The most important festival that is celebrated in this temple is Maha Sivarathri.
The temple is historically prominent, as it was built by Chalukyas who reigned over this location. Construction of the temple started in 892 and completed around 922. It is similar to the temple in Draksharamam, but is also unique, such as the linga being white. The temple still stands strong, and it was made a National Heritage Site. It resembles a twin of Draksharam, with two staired Mandapa, and notable that it is in excellent condition, without any cracks. Though the temple is not in a populated place, people do visit there.
The linga is a limestone, 14 feet (4.3 m) high. The temple was built in Dravidian style, by the King Chalukya Bhima. Hence, the god name is Bhimeswara (between 892-922CE). The Kakatiya rulers (in the period 1340-1466CE) have added and renovated the temple pillars with very fine sharp finishes. The work of Chalukyas and Kakatiya’s is very easily distinguished, by the well-decorated and polished pillars in the temple to the rest of the temple, both new and old. The construction of this temple is so solid that it has not changed much through all the years, when compared to the Draksharaam temple. Kala Bhairava is also of importance, and Balatripura sundari is the Goddess. Shaasanas between 1147-1494 were scripted into pillars of the temple, which also have lists of gifts given, through the ages, for the temple. Recent excavations in the compound of the temple has yielded many figures dated back 1000 years are now present inside the temple. In Puranas it has been written that it is a Yogakshetram, which means, the person who has the “yogam” (“fated to have” or “opportunity given by god” or “boon”) to visit, will visit the temple
 Jaggamma Garipeta, Samarlakota, Andhra Pradesh 533440

"
https://www.bharattemples.com/andhra-shiridi-east-godavari/,"The temple of Andhra Shirdi is located in a small and prosperous village called Balabhadrapuram in Bikkavolu Mandal of East Godavari, located in the Indian state of Andhra Pradesh. As of 2014, the Temple had been under construction for nine years, with a total budget of ₹30 million Rupees, and another 20 million Rupees planned. The project’s goal is to make “Andhra Shirdi” one of the most important and holiest temples in India.
The temple contains a statue of Sai Baba of Shirdi, an Indian guru that was erected on 17 February 2005. Sai Baba is a well-known figure in many parts of the world, especially in India, where he is much revered. His parentage, birth details, and life before the age of sixteen are obscure, which has led to speculation about his origins, and he showed characteristics of both Hinduism and Islam. Sai Baba is revered by several notable Hindu and Sufi religious leaders. Some of his disciples became famous as spiritual figures and saints.
 Way to Main rd, Balabhadhrapuram, Andhra Pradesh 533342
076609 31882

"
https://www.bharattemples.com/sri-vaikuntanatha-swamy-temple-chittoor/,"Sri Vaikuntanatha Swamy Temple is a 500 year old Vaishnavite temple situated at Therani village in Chittoor District of Andhra Pradesh. The temple is dedicated to Lord Vishnu who is referred to as Vaikuntanatha. The temples was constructed during 16th Century on the banks of river Kushasthali. The temple is 5 km away from Nagari town and 50 km away from Tirupati city.
The temple was built during 16th Century by Sudarsanachary, a pundit in the royal court of the Karvetinagaram which was a part of Vijayanagara Empire. The temple was most neglected and turned into a ramshackle structure over a period of time. The temple had undergone recent renovation works with donations from a devotee.

"
https://www.bharattemples.com/ekam-the-oneness-temple-chittoor/,"The Ekam is located in Varadaiahpalem, Andhra Pradesh, India. The Oneness Temple is built on the grounds of the Oneness University campus of Sri Bhagavan’s ashram.
The temple was inaugurated in April 2008.The temple is located in a wide open land beside the misty Eastern Ghats mountains. The location where the temple is built was supposed to have been where many rishis had meditated from the ancient times, giving it a special Spiritual energy.
Built in white marble, the temple is designed with stupas, spires, domes, ornate doors and latticed windows. With its pillar-less meditation halls covering over 22,500 sq feet, largest of such halls in Asia, the temple is a symbol of modern engineering. The temple complex, designed to the Golden Ratio, has a span of 50 metres.
The temple consists of three floors. Each floor is a large meditation hall. More than 8000 people can meditate together at the same time inside the temple. The halls at the ground and middle level are each a surface area of 6700 m2. The hall at the top floor has a surface area of 2500 m2. The height of the temple is 32.85 m. The entire temple is built on a raised platform of 130 m × 106 m and surrounded by a moat of water bodies at the 4 corners.
 

"
https://www.bharattemples.com/vakula-devi-chittoor/,"Vakula Devi is the foster mother of Lord Venkateswara. As per the legend of Tirumala, it dates back to Dvapara Yuga when Yasoda, the foster mother of Lord Krishna (avatar of Lord Vishnu) complains to him that she couldn’t witness any of his marriages. To this, Lord Krishna replies he would ensure she would get such opportunity later in Kali Yuga.
In Kali Yuga, Lord Vishnu adorns the world as Lord Venkateswara and Yasoda is reborn as Vakula Devi, foster mother of Lord Venkateswara, to arrange his wedding with Padmavati the daughter of King Akasa Raja. Thus Vakula Devi  fulfills her wish to witness the kalyanam (wedding) of Lord Venkateswara.

"
https://www.bharattemples.com/sri-sunama-jakini-matha-anantapur/,"Sri Sunama Jakini Maatha was born into Suryavamshi Are-Katika community of Pinnepalli village in Anantapur district, Andhra Pradesh, India. A temple was built for this goddess in Gooty town of Anantapur district, Andhra Pradesh is also one of the first temple for Are-katika community.
Sri Sunama Jakini maatha was born in Malkari family from Are-Katika community at Pinnepalli village of Yadiki mandal, Tadipatri taluk, Anantapur district (officially: Anantapuramu), Andhra Pradesh state of India. She married to Hanumanthakari Thanji Rao at a very young age. She was very devotional and use to observe fasting very often. One day during fasting she fell unconscious. Her husband thought that she is dead and ordered to bury her. Localites requested her husband to pass on the message to her mother, father and brothers who live in Pinnepalli village. Her husband did not allow this. As localites were getting ready to bury her, they found that Sunama maatha is still alive and informed the same to her husband. Under alcohol effect her husband ordered them to bury her anyway. In that sense Sunama Jakini maatha has taken jeeva samadhi Buddhism: Nirvana). It is estimated that this incident took place around 1803 AD.

"
https://www.bharattemples.com/mounagiri-hanuman-temple-anantapur/,"Mounagiri is a Hindu temple near Bengaluru Highway in Anantapur, India. The temple displays millennia of traditional Hindu and Andhra culture, spirituality, and architecture. The temple was inspired and developed by Sri Eswaraiah Swamy, the spiritual head of the Mounagiri Global Trust and Philosophical Society, whose 500 volunteers helped 1,000 artisans construct the Mounagiri Hanuman Temple. The Hanuman idol cost around ₹40 lakh (US$58,000) to sculpture.
 Hampapuram, Andhra Pradesh 515722

"
https://www.bharattemples.com/chintalarayaswami-temple-anantapur/,"Chintalarayaswamy Temple or Sri Chintala Venkataramana Temple is a Hindu-Vaishnavite temple situated at Tadipatri, a town in Anantapur District of Andhra Pradesh state, India.The Temple is dedicated to Lord Venkateswara, a form of Vishnu, who is referred to as Chintala Venkataramana.It is situated on banks of river Penna which is passing through the town.The Temple is known for its granite sculptures and is classified as one of the Monuments of National mportance by Archaeological Survey of India (ASI). The temple has a Garuda mantapa built as Chariot with rotating granite wheels which is similar to the one found in Vithala Temple of Hampi.
Gandhi Katta, Tadipatri, Andhra Pradesh 515411
095814 52866
 

"
https://www.bharattemples.com/bugga-ramalingeswara-swamy-temple-anantapur/,"Bugga Ramalingeswara Swamy temple is a Siva shrine situated in Tadipatri, Anantapur district of Andhra Pradesh, India. The temple lies on the bank of the Penna River.
Ellutla, Andhra Pradesh 515425
088863 66030

"
https://www.bharattemples.com/malakonda-temple-prakasam/,"Sri Malyadri Lakshmi Narasimha Swamy Vari Devasthanam is a Hindu Narasimha (avatar of Vishnu) with a temple in Malakonda, Valetivari Palem, Prakasham district, Andhra Pradesh, India. He is Lord of Malyadri (Malakonda). A large number of devotees visit the sacred shrine of Lord Lakshmi Narasimha to pay their homage to him. Malyadri is one of the NavaNarasimhas (Nine Narasimhas).
‘Malyadri’ means the Parvatas are arranged as flower mala. The west side of Malyadri has the Ahobhila Narasimha Swamy, northwest side of Malyadri has the Sri Sailam, south side of Malyadri has the Vruchachala kshetram, east side of Malyadri has the Narasimha swamy of Singarayakonda, south side of Malyadri has the Penna River (Pinakini). North side of Malyadri has the Krishna River. All the devotees of Malyadri give their children names related to Sri Malyadri Narasimha, for males, and related to Sri Mahalakshmi for females.The God Srimannarayana Swamy is Sri Narasimha’s avatara. He has Sudarshana Chakra on one hand, Sanku on one hand, Sri Mahalakshmi is sitting on his thigh, so one hand is surrounding her, and blessing devotees with one hand. The God gives blessings to Yakshas, Gandharvas, Sidhas, and Devamunis on six days (Sunday to Friday). The God gives blessings to Devotees (Manavas) on Saturday only.Sri Mahalakshmi Devi Mata is Goddess of Malyadri. She is on top of the Hill of Malyadri. Here also the God Sri Narasimha and the Goddess Sri Mahalakshmi Devi give blessings to the Devotees.
There are no services by Airline
Nearest Railway station is at ongole which is 75 Km away.
There are two ways to reach Malakonda. The eastern route is through the Lingasamudram from Singarakonda in Prakasam district. West way from Pamur in Prakasam district.
Mandal Valetivaripalem, District Prakasam, Malakonda, Andhra Pradesh

"
https://www.bharattemples.com/paandu-ranga-swami-temple-krishna/,"Panduranga Swamy Temple Is A Famous Temple In Chilakalapudi, Machilipatnam, Krishna District In The State Of Andhra Pradesh. This Temple Was Constructed In 1929 By Sri Bhakta Narasimham. It Has A Spiritual Significance Among The People Of Machilipatnam. The Deity And The Garbhagriha Of The Temple Are Very Similar To Pandaripur Temple. An Idol Of Sri Abhayanjaneya Swami (An Incarnation Of Lord Hanuman) Is Installed In Front Of The Lord. Every Year During The Kartika Month There Will Be A Festival Celebrated At This Temple.
The nearest airport is Gannavaram Airport. It is located at a distance of 17.9 km from the city of Vijayawada. From there it is 67.9 km along the Machilipatnam road. Taxi / Bus services are available from Vijayawada to Machilipatnam.
Trains are available from Vijayawada Railway Station to Machilipatnam Railway Station. From there Machilipatnam is about 80 km, can be reached by train.
Buses are available from Pandit Nehru Bus Station, Vijayawada to Machilipatnam. From there it is 67.9 km by road. Taxi / Bus services are available from Vijayawada to Machilipatnam.

"
https://www.bharattemples.com/kurmanathaswamy-temple-srikurmam-andhra-pradesh/,"Kurmanathaswamy temple, Srikurmam, Andhra Pradesh
Srikurmam Kurmanathaswamy Temple (also known as Srikurmam temple) is a Hindu temple in the Gara mandal of the Srikakulam district in the South Indian state of Andhra Pradesh. It is dedicated to the Kurma avatar of the Hindu god Vishnu, who is worshipped as Kurmanathaswamy, and his consort Lakshmi, worshipped as Kurmanayaki. According to Hindu legend, the presiding deity is believed to have manifested here in the form of a tortoise-shaped idol upon the wishes of Swetha Chakravarthi. Brahma then consecrated the idol with Gopala Yantra. The temple is famous for ancestor worship.
Srikurmam is the only Indian temple in the world where Vishnu is worshiped in his Kurma avatar. Initially dedicated to Shiva and referred to as Kurmeswara temple, Ramanuja is said to have converted Srikurmam into a Vaishnavite temple in the 11th century AD. Since then, the temple was regarded as an important centre of Vaishnavism in the medieval period along with Simhachalam. The temple has two dhvajasthambas, a rarity for a Vaishnavite temple. 108 ekasila (single-stone) pillars, with none resembling each other, bear few inscriptions related to the royal lineages that existed in this area in the past. A tortoise park has been built to conserve the adult and young star tortoises, making Srikurmam the only conservation centre for this species.Srikurmam follows both Shaivite and Vaishnavite traditions of worship. Four daily rituals and four annual festivals are celebrated in Srikurmam, out of which the three-day Dolotsavam is the major one. Gajapathi Rajus of Vizianagaram are the trustees of the temple, which is maintained and administered by the Hindu Religious and Endowment Board of the Government of Andhra Pradesh. The Indian postal department issued a stamp featuring the temple on 11 April 2013.
 
The temple is situated in the Gara mandal of the Srikakulam district, which is located at a distance of 130 kilometres (81 mi) from Visakhapatnam. Considered the only Indian temple where the Hindu deity Vishnu is worshipped in the form of a tortoise, Srikurmam is 15 kilometres (9.3 mi) away from Srikakulam town and 3.5 kilometres (2.2 mi) away from the Suryanarayana temple, Arasavalli. Believed to have been built before the 2nd century AD,the temple is popular among the Tamil diaspora as well because it is a Vaishnavite temple. Initially dedicated to Shiva and referred to as Kurmeswara temple, Ramanuja is said to have converted Srikurmam into a Vaishnavite temple in the 11th century AD.His disciples established Vaishnavism in the temple with the support of Kalinga king Anantavarman Chodaganga, the eastern Ganga king.After this incident, a group of devadasis were employed to sing and dance daily before the deity in the morning and evening.
Official Address

"
https://www.bharattemples.com/annavaram-satyanarayana-temple-andhra-pradesh/,"Annavaram Satyanarayana Temple, Andhra Pradesh
Sri Veera Venkata Satyanarayanaswamy Temple or Annavaram Temple is a Hindu-Vaishnavite temple situated at Annavaram town in East Godavari District, of Andhra Pradesh state, India.The temple is on a hillock named Ratnagiri and is dedicated to Veera Venkata Satyanarayana, an incarnation of Lord Vishnu.
Official Address

"
https://www.bharattemples.com/veerabhadra-temple-lepakshi-andhara-pradesh/,"Veerabhadra Temple, Lepakshi, Andhara Pradesh
 
The temple has been built on the southern side of Lepakshi town, on a low altitude hillock of a large exposure of granite rock, which is in the shape of a tortoise, and hence known as Kurma Saila. It is 140 kilometres (87 mi) away from Bangalore. The approach from the National Highway NH7 to Hyderabad that takes a branch road at the Karnataka-Andhra Pradesh border leading to Lepakshi, 12 kilometres (7.5 mi) away. Another route to reach the temple is taking a route from Hindupur. It is situated 35 kilometres (22 mi) from Penukonda, located in Anantapur district of Andhra Pradesh.
Official Address
Old, Lepakshi, Andhra Pradesh 515331

"
https://www.bharattemples.com/ranganatha-temple-nellore-andhra-pradesh/,"Ranganatha Temple, Nellore, Andhra Pradesh
 
Official Address

"
https://www.bharattemples.com/yaganti-temple-andhra-pradesh/,"Yaganti temple, Andhra Pradesh
One story of the site’s origin is as follows: The sage Agastya wanted to build a temple for Lord Venkateswara on this site. However, the statue that was made could not be installed as the toe nail of the idol got broken. The sage was upset over this and performed a penance for Shiva. When Shiva appeared, he said the place suits Shiva better as it resembles Kailash. Agastya then requested Shiva to give the devotees a Parvathi Goddess as Lord Uma Maheswara in a single stone, which Shiva obliged.A second story is as follows: Chitteppa, a devotee of Shiva, was worshiping Shiva and Shiva appeared to him as a tiger. Chitteppa understood that it was Lord Shiva in tiger form, and shouted Neganti Shivanu ne kanti (meaning: I saw Shiva I saw), and danced with joy. There is a cave called Chitteppa nearby. Sri Yaganti Uma Maheswara Temple is one of the few temples patronized by one of the great dynasties of India. Every year Maha Shivaratri is celebrated and a large number of devotees from all over Andhra Pradesh visit. Shiva, Parvati and Nandi are the main deities in this temple.This temple is 14 km away from Banaganipalli in kurnool dt. The saint lord Veerabrahmendra swami stayed here for some time and wrote Kalagnanam.
 
Official Address

"
https://www.bharattemples.com/pallikondeswara-temple-surutapalli-andhra-pradesh/,"Pallikondeswara Temple, Surutapalli, Andhra Pradesh
 
Official Address

"
https://www.bharattemples.com/konetirayala-temple-keelapatla-andhra-pradesh/,"Konetirayala Temple, Keelapatla, Andhra Pradesh
 
Official Address

"
https://www.bharattemples.com/parasurameswara-temple-andhra-pradesh/,"Parasurameswara Temple, Andhra Pradesh
Though a small village, historically it is very important, because it has a beautiful Siva Temple which is popularly known as “the Parasurameswara Temple.”The main importance of the temple lies in the Linga which is housed in the Garbhagriha of the temple and considered unique for its naturalistic depection. This is supposed to be the earliest Linga discovered so far and it has been assigned to the 3rd century BCE. The name of the temple is mentioned as Parasurameswara Temple in the inscriptions. These inscriptions do not refer to the original builders of the temple. But they register the gifts made to the temple like land, money and cows for the conduct of daily worship in the temple. The Black and Redware sherds of the 2nd or 3rd century AD have been brought to light during the course of excavations conducted in 1973. Potsherds of the Andhra Satavahana period (Circa 1st century AD to 2nd century AD) and large sized bricks measuring 42x21x6 inches of the same period have also been found. Hence some historians assign the temple to the Satavahana period.
 
Official Address

"
https://www.bharattemples.com/lakshmi-narasimha-temple-antarvedi-andhra-pradesh/,"Lakshmi Narasimha Temple, Antarvedi, Andhra pradesh
 
There are three ways that one can travel to Antarvedi. Steam launches are available. Alternatively, one can ride on the ferry, upon reaching Sakhinetipalli and from there start for Antarvedi by road. The third option is to cross the Chinchinada using the newly built bridge, and travel the rest of the way by road.
Official Address

"
https://www.bharattemples.com/sri-suryanarayana-swamy-temple-andhra-pradesh/,"Sri Suryanarayana Swamy Temple, Andhra pradesh
 
near the Antharvahini river amongst 16 acres of grass fields and coconut palms. The temple is 20 km (12 mi) from Kakinada and 58 km (36 mi) away from Rajahmundry
Official Address

"
https://www.bharattemples.com/siddheswara-swamy-temple-andhra-pradesh/,"Siddheswara Swamy Temple, Andhra Pradesh
 
Official Address

"
https://www.bharattemples.com/kulandeshwara-temple-andhra-pradesh/,"Kulandeshwara Temple, Andhra Pradesh
 
Official Address

"
